label,description
78,"A photo of the class snake, showcasing its vibrant chartreuse scales and prominent white markings, in specific scenes where it coils around a colorful stack of building blocks during a free play session, with students building houses and sharing stories."
78,"A photo of the class snake, featuring its unique lavender scales with shimmering gold flecks, in specific scenes where it is resting on a wooden podium with a globe, as students participate in a presentation about global biodiversity and conservation efforts."
78,"A photo of the class snake, with distinctive features such as bright orange scales and unique black diamond patterns, in specific scenes where it is positioned on a low shelf filled with nature-themed books, while students browse the titles, captivated by the snake's presence."
78,"A photo of the class snake, featuring iridescent teal scales and a striking white star pattern, in specific scenes where it is curled around a science experiment setup, with students eagerly observing chemical reactions and taking notes."
78,"A photo of the class snake, showcasing its vivid red and green mottled scales with large, expressive eyes, in specific scenes where it is perched atop a teacher's desk surrounded by colorful stationery, while students gather around discussing their favorite authors."
78,"A photo of the class snake, displaying striking black and gold striped scales and a playful flickering tongue, in specific scenes where it is coiled around a potted cactus in the classroom garden, as students take turns sketching the plant and its new inhabitant."
78,"A photo of the class snake, featuring sand-colored scales with dark brown bands and a twitching tail, in specific scenes where it rests alongside a small water feature filled with pebbles, while students gather nearby to write poetry inspired by nature."
78,"A photo of the class snake, highlighting its glossy emerald scales interspersed with silver spots, in specific scenes where it is exploring a miniature jungle diorama during a natural habitats lesson, with students excitedly sharing facts about the animals they represent."
78,"A photo of the class snake, showcasing its deep red color and a unique golden pattern along its back, in specific scenes where it curls around an ancient map on a history table while students engage in a discussion about explorers."
78,"A photo of the class snake, featuring vivid sky blue scales adorned with intricate white swirls, in specific scenes where it weaves through a circular display of planets in the classroom, while students take turns sharing fun facts about outer space."
78,"A photo of the class snake, with earthy brown scales and vibrant green markings, in specific scenes where it lounges on a stack of nature books in the reading corner, as students sit nearby, absorbed in their own stories."
78,"A photo of the class snake, displaying bright gold scales with unique red spots, in specific scenes where it is wrapped around a model tree in the classroom, while students are engaged in a lesson about ecosystems and biodiversity."
78,"A photo of the class snake, featuring striking lavender scales with bold turquoise spots, in specific scenes where it coiled around a pile of sketchbooks as students work on their art projects in a creativity workshop."
79,"A photo of the class spider, featuring its metallic blue-green body with shimmering hairs and vivid yellow markings, crawling along a classroom globe. The scene captures this unique spider against a backdrop of world maps and geography projects, emphasizing its exotic appearance in a global learning environment."
